neg,neu,pos,compound,text
0.0,0.357,0.643,0.6597,i like this guy. genuinely funny
0.11,0.89,0.0,-0.1531,30 seconds in the video: already an awkward mispronouncation of his own manager's name.
0.338,0.38,0.283,-0.3182,“Well yeah no I was a big fan of yours”“Not anymore?”“Uhhhhhhhh yeah no this shit is weak”Yikes
0.0,0.774,0.226,0.8307,I really wish you talked more about what he does for you. He kind of talked about it more like a therapist for you. But I wish I knew more about what tasks he does for you.
0.0,1.0,0.0,0.0,Chatting with a Virgin
0.158,0.533,0.309,0.34,"He seems energetic and nice, but damn so materialistic. Guess you need it for that motivation?"
0.0,1.0,0.0,0.0,Does he remind anyone else of Adam Levine
0.0,0.715,0.285,0.1511,Chatting with a professional astrologer pls!
0.116,0.58,0.304,0.5574,andrew ur the king of awkward best regards from algeria
0.0,1.0,0.0,0.0,Do chatting with deaf person
0.0,1.0,0.0,0.0,Chat with a mute person
0.0,1.0,0.0,0.0,This manager has a creepy smile.....
0.0,1.0,0.0,0.0,Enjoyable***
0.0,1.0,0.0,0.0,this video was very enternaining
0.0,1.0,0.0,0.0,Could you do chatting with a hooker
0.0,1.0,0.0,0.0,do all moguls have to be jewish?
0.0,1.0,0.0,0.0,chatting with your ex
0.101,0.487,0.412,0.8225,"what does he manage, does he clean up Bonnie's shits? kidding he's cool it's fun listening to you two talk :)"
0.0,1.0,0.0,0.0,His manager seems really manipulative
0.0,1.0,0.0,0.0,Get GARY YOUROFSKY on next!!!
0.0,1.0,0.0,0.0,CHATTING WITH GARY YOUROFSKY NEXT!!!
0.0,1.0,0.0,0.0,CHATTING WITH EARTHLING ED!
0.0,1.0,0.0,0.0,CHATTING WITH JOEY CARBSTRONG NEXT!
0.0,1.0,0.0,0.0,CHATTING WITH JOEY CARBSTRONG OR EARTHLING ED!!!
0.0,1.0,0.0,0.0,you have a manager?!?
0.0,0.691,0.309,0.6166,i knew a narcissist who claimed he had too much empathy.. :D
0.082,0.638,0.28,0.5853,Sorry that I'm commenting so much but I wish these were longer
0.0,1.0,0.0,0.0,DON'T DO THIS EVERY DAY you NEED more series
0.0,1.0,0.0,0.0,Chatting with Eminem impersonator
0.0,0.831,0.169,0.3054,😁 I don't know if this is supposed to be funny but it is!
0.0,0.385,0.615,0.9039,"Man I love your stuff, I wish you the most success buddy!"
0.0,0.813,0.187,0.3182,Chatting with Corey Taylor ( front man of slipknot) He's cool af'
0.0,1.0,0.0,0.0,Do chatting with your mom (?)
0.0,1.0,0.0,0.0,YOUR MUG
0.575,0.425,0.0,-0.4023,i don't trust him
0.381,0.619,0.0,-0.6486,chat with dead person using an ouija board
0.341,0.659,0.0,-0.2732,Idk I'm getting a weird vibe from his manager
0.0,1.0,0.0,0.0,"ur right, i AM the goat"
0.0,0.473,0.527,0.7712,Awesome conversation!But is there a fan in the background?
0.0,1.0,0.0,0.0,reminds me of Shia LaBeouf
0.0,1.0,0.0,0.0,Can he be my manager? He ain’t gotta do nothing we’ll just fucc
0.0,1.0,0.0,0.0,Chatting with a tweaker
0.0,1.0,0.0,0.0,Chatting with an atheist! Do it!
0.332,0.277,0.391,0.1613,“This shit is weak” LMFAO
0.0,1.0,0.0,0.0,Seduce. Have you read book on this shit?😂😂😂
0.19,0.435,0.375,0.5256,This guy is super fucking interesting to listen to holy fuck
0.254,0.746,0.0,-0.1779,weird i recognized him from christene’s podcast
0.0,1.0,0.0,0.0,how much do u make b
0.338,0.441,0.221,-0.3818,How the hell does Andrew have a manager haha
0.0,0.589,0.411,0.4199,Sounds like a stand up guy!
0.0,1.0,0.0,0.0,chatting with a goat
0.0,1.0,0.0,0.0,Hahahaha
0.0,1.0,0.0,0.0,Don’t u mean chatting with tana’s manager?
0.0,0.715,0.285,0.4927,"the editing was really good on this one, Andrew"
0.48,0.133,0.387,-0.1779,"Good shit, boi"
0.0,0.441,0.559,0.5859,He is charming af
0.0,0.864,0.136,0.2244,Im an amateur MMA fighter tell this guy to call me! IG : Lucasllns
0.0,1.0,0.0,0.0,Merkmusic is your manager?
0.0,0.556,0.444,0.4927,this was a really good one
0.0,0.729,0.271,0.4549,Probably my favourite Chatting with so far. Interesting stuff
0.0,0.631,0.369,0.4767,Can you do a chatting with me? Lol jk................. Plz
0.0,1.0,0.0,0.0,"So, you have a manager who doesn't know what you're doing, not even close to how many views you have on LAHWF.Worst manager ever."
0.0,0.588,0.412,0.6369,Love your videos dude keep them up
0.0,0.644,0.356,0.5949,The shoe part was so cute and gay.
0.0,0.408,0.592,0.4404,What’s good Andrew
0.0,0.625,0.375,0.9485,"I'm pretty sure Jordan went to my high school... I'm, like, 90% sure of it. He used to do a funny bit about sports on the morning news at school. Small world! Glad he seems to be doing well."
0.0,1.0,0.0,0.0,Chatting with Imaqtpie
0.0,1.0,0.0,0.0,"Luke, is that you?"
0.365,0.635,0.0,-0.3182,you lost some weight brotha
0.0,1.0,0.0,0.0,Hola
0.0,0.584,0.416,0.6096,They both look like a snack so it's ok 😂👌
0.0,0.933,0.067,0.128,"I think he Manages the Tax, Copyright Claims, Infringememts, Legal rights, bookings, Brandings, sponsorships etc that American youtubers has to go through lol..."
0.051,0.893,0.057,0.0516,"Chat with Cindy, ask her how she feels about the current political climate. Then give us a 3 hour chatting with Chad. Then fire this guy, he's nice but you don't need a manager dawg"
0.359,0.641,0.0,-0.4215,"ill get some drinks w you, hm"
0.0,1.0,0.0,0.0,Chatting with a MGTOW Person !!
0.0,0.588,0.412,0.4215,You changed the title lol.
0.0,0.818,0.182,0.3008,His manager kinda looks like a mix between Chris Evans & Joseph Gordon-Levitt. 😍
0.0,1.0,0.0,0.0,Very charismatic! 😎
0.0,1.0,0.0,0.0,This guy's name should be psychedelia
0.474,0.526,0.0,-0.4019,chat with a blind person
0.0,1.0,0.0,0.0,So your manager is Shia LeBeouf?
0.115,0.885,0.0,-0.296,"Had no idea you had a manager , I guess with 2.2 million u need one . Here I am with 2101 subscribers 🤔😱"
0.333,0.667,0.0,-0.5423,why the fuck do you have a manager tho
0.0,1.0,0.0,0.0,is Andrew gonna BaNg HiS MaNgeR ?
0.0,0.682,0.318,0.4215,Lol this is also Tana Mongeau's manager
0.0,0.682,0.318,0.4199,Your manager lookin like a WHOLE snacc! 😍😏
0.0,1.0,0.0,0.0,Does Jordan manage literally every Youtuber?
0.0,1.0,0.0,0.0,Chatting with woops
0.35,0.65,0.0,-0.4003,Do you have a manager? Fire him!
0.0,0.0,1.0,0.5994,lmao
0.0,1.0,0.0,0.0,Chatting with Chad's mom!
0.0,1.0,0.0,0.0,Chatting with a Vegan
0.351,0.649,0.0,-0.4019,"damn, i didn't know you had a manager"
0.0,0.543,0.457,0.6369,Thumbnail caption was the best part
0.0,0.843,0.157,0.0772,Chatting with Reviewbrah or Ice Poseidon next pls
0.297,0.703,0.0,-0.5859,Without having watched video.. wtf do you have to manage?
0.0,1.0,0.0,0.0,OT4Y OT4Y GOATS
0.0,0.769,0.231,0.128,I get a tingly feeling whenever daddy uploads
0.0,1.0,0.0,0.0,NACHOOO BHENCHODDDD
0.0,0.86,0.14,0.0772,I want to jump on a trampoline in to a swimming pool
0.0,0.0,1.0,0.3182,Cool
0.0,1.0,0.0,0.0,You have a manager?
0.0,1.0,0.0,0.0,Last
